TASK_ID,fraction_positive_train,fraction_positive_test,fraction_positive_test_std,fraction_positive_train_std,16_train,32_train,64_train,128_train
CHEMBL2219236,0.5,0.49245904432821336,0.0,0.0,0.772+/-0.033,0.798+/-0.014,0.773+/-0.027,0.766+/-0.061
CHEMBL2219242,0.4375,0.4422130972948666,0.0,0.0,0.565+/-0.051,0.648+/-0.035,0.695+/-0.041,0.708+/-0.108
CHEMBL2219244,0.494140625,0.48868599468282325,0.0,0.0,0.846+/-0.045,0.841+/-0.03,0.817+/-0.037,0.835+/-0.067
CHEMBL2219252,0.5,0.49245904432821336,0.0,0.0,0.656+/-0.039,0.673+/-0.042,0.673+/-0.044,0.71+/-0.085
CHEMBL2219267,0.5,0.49245904432821336,0.0,0.0,0.711+/-0.096,0.761+/-0.035,0.763+/-0.064,0.768+/-0.109
CHEMBL2219270,0.484375,0.48422477299442246,0.0,0.0,0.539+/-0.056,0.544+/-0.051,0.542+/-0.056,0.625+/-0.097
CHEMBL2219272,0.5,0.49245904432821336,0.0,0.0,0.815+/-0.013,0.792+/-0.025,0.777+/-0.04,0.757+/-0.09
CHEMBL2219274,0.494140625,0.48868599468282325,0.0,0.0,0.891+/-0.036,0.902+/-0.024,0.852+/-0.022,0.874+/-0.086
CHEMBL2219283,0.4609375,0.4606816399624484,0.0,0.0,0.615+/-0.031,0.623+/-0.022,0.691+/-0.038,0.74+/-0.105
CHEMBL2219286,0.494140625,0.48868599468282325,0.0,0.0,0.85+/-0.056,0.849+/-0.036,0.873+/-0.023,0.89+/-0.068
CHEMBL2219297,0.482421875,0.47776355130602166,0.0,0.0,0.868+/-0.039,0.806+/-0.032,0.8+/-0.043,0.889+/-0.062
CHEMBL2219305,0.484375,0.48422477299442246,0.0,0.0,0.778+/-0.062,0.711+/-0.043,0.724+/-0.035,0.789+/-0.099
CHEMBL2219308,0.5,0.49245904432821336,0.0,0.0,0.797+/-0.038,0.786+/-0.045,0.747+/-0.048,0.755+/-0.088
CHEMBL2219334,0.484375,0.48422477299442246,0.0,0.0,0.606+/-0.088,0.647+/-0.04,0.629+/-0.062,0.698+/-0.096
CHEMBL2219335,0.482421875,0.47776355130602166,0.0,0.0,0.6+/-0.057,0.564+/-0.02,0.569+/-0.033,0.642+/-0.066
CHEMBL2219340,0.494140625,0.48868599468282325,0.0,0.0,0.752+/-0.036,0.754+/-0.05,0.768+/-0.039,0.803+/-0.078
CHEMBL2219352,0.484375,0.48422477299442246,0.0,0.0,0.543+/-0.052,0.583+/-0.049,0.596+/-0.028,0.644+/-0.045
CHEMBL2219355,0.494140625,0.48868599468282325,0.0,0.0,0.816+/-0.026,0.821+/-0.052,0.696+/-0.047,0.67+/-0.076
