,task_name,task_size,random_seed,model,auprc,auroc,auprc_neg,auroc_neg,runtime
11057,DAVIS,16,1,protonet,0.7190494640617191,0.8169934640522876,0.9099586814798102,0.8169934640522876,0.13595318794250488
11062,DAVIS,16,2,protonet,0.5951859606529644,0.7009803921568628,0.7945127106117457,0.7009803921568627,0.12099981307983398
11067,DAVIS,16,3,protonet,0.6724834525712499,0.7745098039215687,0.8861849637974661,0.7745098039215687,0.1195230484008789
11072,DAVIS,16,4,protonet,0.6122377176741642,0.7483660130718954,0.8589366702743919,0.7483660130718954,0.10227084159851074
11077,DAVIS,16,5,protonet,0.7716178821684979,0.8316993464052287,0.8974813818353287,0.8316993464052287,0.10409402847290039
11082,DAVIS,16,6,protonet,0.724653955813376,0.8496732026143792,0.9200031873559243,0.849673202614379,0.10321164131164551
11087,DAVIS,16,7,protonet,0.5510877626551556,0.7287581699346406,0.8661833720476448,0.7287581699346406,0.1043691635131836
11092,DAVIS,16,8,protonet,0.8263882208326654,0.8627450980392157,0.9132970266734846,0.8627450980392156,0.10256481170654297
11097,DAVIS,16,9,protonet,0.6438050648007219,0.7859477124183005,0.8815101945703373,0.7859477124183006,0.11226916313171387
11102,DAVIS,16,0,protonet,0.8957580454399805,0.8920539730134933,0.9160175929642002,0.8920539730134933,0.12123632431030273
11107,DAVIS,16,1,protonet,0.8363781472884395,0.8365817091454273,0.8695437262844288,0.8365817091454273,0.09892988204956055
11112,DAVIS,16,2,protonet,0.8334948569909598,0.8620689655172414,0.895615609667848,0.8620689655172414,0.10161256790161133
11117,DAVIS,16,3,protonet,0.7152724156847095,0.7481259370314843,0.8061382082614461,0.7481259370314842,0.09932875633239746
11122,DAVIS,16,4,protonet,0.7095946931689385,0.7526236881559221,0.8219660569491123,0.752623688155922,0.10890865325927734
11127,DAVIS,16,5,protonet,0.794186010371636,0.7961019490254873,0.8459316920112052,0.7961019490254873,0.13130950927734375
11132,DAVIS,16,6,protonet,0.9061809835647265,0.9175412293853074,0.9409008155099763,0.9175412293853074,0.13289332389831543
11137,DAVIS,16,7,protonet,0.8055326509361488,0.8455772113943028,0.8869392770056355,0.8455772113943029,0.14235568046569824
11142,DAVIS,16,8,protonet,0.9325349569713961,0.9355322338830585,0.9502869303399862,0.9355322338830585,0.13507580757141113
11147,DAVIS,16,9,protonet,0.7967420329937289,0.8605697151424287,0.9100569678892743,0.8605697151424289,0.13962125778198242
11152,DAVIS,16,0,protonet,0.7091649431496629,0.8342342342342343,0.9314454166026849,0.8342342342342343,0.10987639427185059
11157,DAVIS,16,1,protonet,0.7490156144129156,0.8036036036036036,0.9068463594128204,0.8036036036036036,0.09721112251281738
11162,DAVIS,16,2,protonet,0.6547339327339328,0.8180180180180181,0.9204357645132188,0.8180180180180181,0.1273050308227539
11167,DAVIS,16,3,protonet,0.6410192566054634,0.7837837837837838,0.9051393513169814,0.7837837837837838,0.10239171981811523
11172,DAVIS,16,4,protonet,0.6615290077352968,0.7927927927927928,0.8812669613150945,0.7927927927927928,0.14485669136047363
11177,DAVIS,16,5,protonet,0.5544286170406859,0.781981981981982,0.9164178060070416,0.781981981981982,0.1377570629119873
11182,DAVIS,16,6,protonet,0.6092648432495631,0.8018018018018017,0.9144721117903021,0.8018018018018018,0.1499178409576416
11187,DAVIS,16,7,protonet,0.6998629249355202,0.8324324324324324,0.9308800812708853,0.8324324324324325,0.13443326950073242
11192,DAVIS,16,8,protonet,0.6358483707650374,0.8486486486486486,0.9421745727578827,0.8486486486486486,0.14211392402648926
11197,DAVIS,16,9,protonet,0.5912564223988372,0.7855855855855856,0.9107234615381532,0.7855855855855856,0.13164210319519043
11202,DAVIS,16,0,protonet,0.2731070099491152,0.7555555555555555,0.9575283665464185,0.7555555555555556,0.15425395965576172
11207,DAVIS,16,1,protonet,0.19584766654534097,0.6317460317460317,0.9246975427015303,0.6301587301587301,0.14788508415222168
11212,DAVIS,16,2,protonet,0.18336821908250478,0.5714285714285714,0.8895558483397293,0.5698412698412699,0.13642406463623047
11217,DAVIS,16,3,protonet,0.17227685182092475,0.4476190476190476,0.825616004353324,0.4412698412698413,0.1293644905090332
11222,DAVIS,16,4,protonet,0.09656277765497026,0.23174603174603173,0.7911602265820418,0.23492063492063492,0.13550496101379395
11227,DAVIS,16,5,protonet,0.20719846152176977,0.6571428571428571,0.9365722893692826,0.6571428571428573,0.13624000549316406
11232,DAVIS,16,6,protonet,0.32666396840963696,0.6730158730158731,0.9386075607790556,0.673015873015873,0.10493183135986328
11237,DAVIS,16,7,protonet,0.45236013986013984,0.7396825396825396,0.9261957808016608,0.7412698412698413,0.13210463523864746
11242,DAVIS,16,8,protonet,0.2032489336060765,0.6698412698412699,0.9417356330574774,0.6714285714285715,0.13214683532714844
11247,DAVIS,16,9,protonet,0.2169671425882606,0.6952380952380952,0.9501850635761464,0.6952380952380952,0.1004328727722168
11252,DAVIS,16,0,protonet,0.6896955232911777,0.7655502392344498,0.8797314710649025,0.7655502392344498,0.13233709335327148
11257,DAVIS,16,1,protonet,0.9206189261387239,0.9282296650717703,0.9518694997331268,0.9282296650717704,0.10202169418334961
11262,DAVIS,16,2,protonet,0.9141203057378191,0.9298245614035088,0.9580355611146669,0.9298245614035088,0.13745856285095215
11267,DAVIS,16,3,protonet,0.8091581087425961,0.8644338118022329,0.9227484512562446,0.8644338118022328,0.13276982307434082
11272,DAVIS,16,4,protonet,0.7985674192388632,0.8995215311004785,0.9523808324214089,0.8995215311004785,0.14174699783325195
11277,DAVIS,16,5,protonet,0.755345558791868,0.84688995215311,0.9149103018501675,0.8468899521531101,0.11722445487976074
11282,DAVIS,16,6,protonet,0.7883759549703819,0.8277511961722488,0.9004757820434267,0.8277511961722488,0.1350243091583252
11287,DAVIS,16,7,protonet,0.8853424018937941,0.9202551834130781,0.9563672254046578,0.9202551834130781,0.13782811164855957
11292,DAVIS,16,8,protonet,0.8395552527650865,0.9202551834130781,0.9585687777531059,0.9202551834130782,0.10825657844543457
11297,DAVIS,16,9,protonet,0.8036243462304729,0.8771929824561402,0.9353087236361544,0.8771929824561404,0.10776948928833008
11302,DAVIS,16,0,protonet,0.8411363351713455,0.9038461538461539,0.9254620390741509,0.9038461538461539,0.09772896766662598
11307,DAVIS,16,1,protonet,0.9044615302639921,0.9201183431952663,0.943148344731491,0.9201183431952663,0.1351611614227295
